txn_id,date,amount,category,region,payment_method,status,description,vendor_id
TXN-034315,2024-05-14,159.86,Legal,US-East,crypto,completed,service service renewal renewal,V0144
TXN-013950,2023-07-23,169.79,Payroll,US-East,ach,completed,subscription travel license service renewal subscription,V0285
TXN-019838,2023-10-17,505.38,Food & Bev,US-East,ach,completed,service subscription travel renewal subscription,V0421
TXN-021265,2023-11-06,140.88,Travel,APAC,wire,completed,equipment travel purchase purchase,V0391
TXN-036932,2024-06-21,183.73,Training,LATAM,wire,completed,renewal travel license subscription travel,V0154
TXN-033189,2024-04-28,260.63,Travel,US-East,wire,completed,,V0386
TXN-005768,2023-03-26,128.77,Technology,LATAM,credit_card,completed,equipment service subscription license license,V0413
TXN-041247,2024-08-25,198.45,Travel,APAC,check,completed,renewal meal travel subscription,V0392
TXN-023994,2023-12-16,3675.17,Technology,EU-North,ach,completed,renewal service travel renewal service,V0290
TXN-032562,2024-04-19,277.1,Training,EU-South,wire,completed,license subscription renewal meal subscription subscription,V0403
TXN-035999,2024-06-08,1033.38,Marketing,EU-North,wire,completed,subscription renewal,V0188
TXN-040584,2024-08-16,95.27,Marketing,LATAM,check,completed,service travel renewal purchase renewal,V0130
TXN-001347,2023-01-21,394.05,Technology,US-West,crypto,completed,renewal subscription equipment renewal purchase,V0021
TXN-033714,2024-05-06,1910.99,Travel,EU-North,ach,completed,license renewal license service subscription,V0011
TXN-044368,2024-10-10,1697.91,Training,US-West,crypto,completed,,V0066
TXN-041992,2024-09-05,149.42,Operations,EU-North,wire,completed,purchase purchase license service,V0328
TXN-003485,2023-02-21,768.18,Food & Bev,US-East,ach,completed,renewal renewal meal,V0241
TXN-022315,2023-11-22,252.72,Food & Bev,APAC,check,completed,subscription service service renewal meal,V0473
TXN-012915,2023-07-08,628.7,Travel,EU-South,credit_card,completed,travel equipment equipment travel equipment license,V0269
TXN-013739,2023-07-20,222.81,Food & Bev,LATAM,crypto,completed,purchase renewal license service,V0483
TXN-002794,2023-02-10,1350.47,Legal,EU-South,ach,completed,subscription license,V0389
TXN-017126,2023-09-07,7908.73,Legal,LATAM,credit_card,completed,equipment travel subscription license renewal,V0294
TXN-037500,2024-06-29,188.39,Food & Bev,LATAM,crypto,completed,,V0382
TXN-018432,2023-09-26,181.41,Food & Bev,LATAM,crypto,pending,travel meal travel service,V0409
TXN-027819,2024-02-10,1991.38,Training,US-East,ach,pending,meal renewal purchase equipment,V0347
TXN-041539,2024-08-29,297.57,Food & Bev,LATAM,wire,completed,service license subscription,V0261
TXN-029157,2024-02-29,225.7,Training,EU-South,check,completed,travel meal license purchase,V0005
TXN-030321,2024-03-18,649.48,Technology,EU-North,crypto,completed,service equipment travel,V0081
TXN-042812,2024-09-17,686.0,Travel,EU-North,ach,completed,renewal subscription,V0280
TXN-012400,2023-07-01,1658.35,Operations,APAC,crypto,completed,renewal subscription subscription service,V0163
TXN-003510,2023-02-21,1450.87,Food & Bev,US-East,wire,completed,equipment license,V0275
TXN-022767,2023-11-28,1369.17,Operations,US-East,wire,completed,meal renewal meal,V0484
TXN-040988,2024-08-22,596.19,Food & Bev,EU-North,wire,pending,service purchase equipment subscription,V0105
TXN-046813,2024-11-14,321.89,Travel,US-West,ach,completed,subscription travel subscription service,V0146
TXN-013860,2023-07-22,103.03,Operations,EU-South,wire,completed,subscription license meal purchase,V0097
TXN-020682,2023-10-29,75.16,Training,US-West,crypto,completed,renewal license service renewal purchase equipment,V0103
TXN-011142,2023-06-13,680.06,Food & Bev,US-East,crypto,completed,meal meal subscription travel,V0386
TXN-012704,2023-07-05,444.13,Training,US-East,credit_card,completed,renewal purchase travel,V0433
TXN-034447,2024-05-16,492.62,Legal,US-East,check,completed,subscription license purchase renewal license subscription,V0496
TXN-026337,2024-01-19,155.46,Legal,EU-North,ach,completed,purchase purchase renewal,V0468
TXN-026909,2024-01-28,428.29,Technology,US-West,crypto,completed,meal meal travel,V0386
TXN-038262,2024-07-11,61.25,Payroll,US-West,ach,completed,meal meal travel,V0375
TXN-004085,2023-03-01,43.93,Payroll,US-West,credit_card,completed,subscription travel license purchase,V0125
TXN-040485,2024-08-14,191.63,Technology,EU-North,credit_card,pending,subscription purchase license,V0492
TXN-003020,2023-02-14,2512.45,Technology,LATAM,check,completed,travel subscription equipment,V0339
TXN-033110,2024-04-27,51.97,Legal,EU-North,check,completed,service equipment,V0304
TXN-048800,2024-12-14,786.86,Legal,APAC,check,completed,renewal equipment travel license,V0117
TXN-038942,2024-07-21,1940.95,Food & Bev,EU-North,wire,pending,purchase license equipment license purchase,V0346
TXN-047515,2024-11-25,1167.85,Legal,APAC,check,completed,renewal subscription travel subscription,V0270
TXN-043571,2024-09-28,361.52,Payroll,US-West,credit_card,completed,purchase meal meal service meal renewal,V0331
TXN-030390,2024-03-19,890.21,Training,LATAM,crypto,completed,purchase service subscription travel,V0295
TXN-044676,2024-10-14,809.84,Marketing,US-East,wire,completed,travel purchase renewal,V0360
TXN-000883,2023-01-14,25.8,Travel,EU-South,credit_card,completed,service travel renewal travel,V0276
TXN-017570,2023-09-14,547.41,Food & Bev,EU-North,ach,completed,subscription license travel renewal service,V0091
TXN-028829,2024-02-24,914.91,Legal,EU-North,crypto,completed,renewal travel,V0393
TXN-038635,2024-07-17,1421.51,Marketing,US-East,wire,pending,service service license renewal license,V0243
TXN-033620,2024-05-05,715.18,Travel,US-East,check,completed,,V0171
TXN-020439,2023-10-25,1885.61,Travel,APAC,crypto,completed,service subscription travel renewal meal,V0307
TXN-035184,2024-05-27,8.41,Technology,US-West,credit_card,completed,equipment license travel meal,V0422
TXN-046910,2024-11-16,612.29,Travel,EU-South,credit_card,completed,travel license meal service subscription purchase,V0069
TXN-029504,2024-03-06,5106.97,Legal,APAC,check,completed,purchase meal renewal meal service subscription,V0495
TXN-014840,2023-08-05,90.36,Payroll,US-West,ach,completed,service service travel renewal,V0472
TXN-021752,2023-11-13,1018.73,Training,LATAM,credit_card,completed,subscription license renewal renewal equipment travel,V0312
TXN-043671,2024-09-30,563.35,Payroll,US-West,crypto,completed,purchase travel license meal renewal,V0371
TXN-023247,2023-12-05,129.59,Travel,US-West,credit_card,completed,equipment travel,V0351
TXN-043164,2024-09-22,161.94,Food & Bev,APAC,ach,pending,license purchase travel travel renewal,V0418
TXN-039821,2024-08-04,2705.67,Technology,US-East,credit_card,completed,renewal license license,V0065
TXN-043034,2024-09-20,838.05,Training,EU-South,credit_card,completed,equipment equipment,V0390
TXN-046312,2024-11-07,1021.38,Operations,EU-North,wire,completed,license meal license meal license,V0209
TXN-018595,2023-09-28,2900.59,Travel,US-East,ach,completed,renewal license renewal subscription,V0142
TXN-048924,2024-12-16,416.16,Marketing,US-West,credit_card,completed,travel equipment license travel meal service,V0224
TXN-045834,2024-11-01,181.85,Operations,LATAM,crypto,completed,subscription license,V0365
TXN-003155,2023-02-16,1033.33,Legal,APAC,ach,completed,purchase license license meal meal,V0273
TXN-001197,2023-01-18,280.49,Legal,US-East,ach,pending,renewal meal,V0430
TXN-014753,2023-08-04,30.06,Marketing,US-East,credit_card,completed,purchase meal subscription equipment,V0499
TXN-033447,2024-05-02,360.19,Training,EU-North,check,completed,purchase renewal renewal renewal,V0176
TXN-000066,2023-01-02,837.77,Training,LATAM,credit_card,pending,,V0104
TXN-001032,2023-01-16,132.09,Training,APAC,crypto,completed,renewal renewal equipment equipment travel meal,V0330
TXN-009198,2023-05-16,2139.43,Operations,LATAM,wire,completed,license service license,V0107
TXN-014909,2023-08-06,190.86,Legal,APAC,wire,completed,purchase meal equipment,V0455
TXN-010597,2023-06-05,75.18,Training,APAC,check,completed,renewal equipment license renewal license license,V0202
TXN-019229,2023-10-08,1029.47,Operations,EU-South,crypto,completed,subscription equipment purchase purchase,V0477
TXN-003771,2023-02-25,607.12,Payroll,APAC,crypto,completed,service meal service,V0017
TXN-008905,2023-05-11,2853.01,Food & Bev,US-East,crypto,refunded,purchase renewal meal,V0497
TXN-024155,2023-12-18,262.83,Training,APAC,crypto,completed,equipment service renewal travel,V0420
TXN-024449,2023-12-22,1941.47,Legal,US-West,wire,completed,purchase renewal purchase renewal meal meal,V0335
TXN-044730,2024-10-15,1661.85,Payroll,LATAM,wire,completed,purchase renewal equipment subscription purchase,V0313
TXN-047884,2024-11-30,803.68,Operations,US-West,ach,completed,equipment travel,V0413
TXN-016848,2023-09-03,31.13,Training,US-East,crypto,completed,travel equipment renewal purchase,V0215
TXN-007279,2023-04-18,890.53,Training,APAC,crypto,completed,subscription equipment license equipment renewal license,V0123
TXN-025576,2024-01-07,286.41,Operations,LATAM,credit_card,completed,renewal service,V0142
TXN-016972,2023-09-05,69.1,Technology,US-West,check,completed,license subscription travel meal purchase subscription,V0383
TXN-003936,2023-02-27,288.63,Legal,APAC,check,completed,service equipment meal purchase,V0089
TXN-022478,2023-11-24,3318.1,Training,US-West,crypto,completed,subscription purchase service,V0425
TXN-022781,2023-11-28,28.13,Operations,EU-North,ach,completed,purchase renewal equipment subscription,V0435
TXN-033994,2024-05-10,290.43,Travel,EU-North,wire,completed,service purchase purchase meal travel,V0312
TXN-042896,2024-09-19,1238.42,Operations,APAC,wire,completed,equipment travel travel equipment renewal,V0161
TXN-048310,2024-12-07,319.49,Travel,US-West,ach,completed,license service travel equipment renewal equipment,V0051
TXN-005130,2023-03-16,501.07,Food & Bev,LATAM,crypto,completed,meal service renewal renewal subscription,V0014
TXN-007510,2023-04-21,1620.7,Legal,EU-North,credit_card,completed,,V0478
TXN-032971,2024-04-25,10.15,Operations,US-West,wire,pending,subscription equipment equipment renewal,V0341
TXN-047098,2024-11-19,163.25,Food & Bev,EU-North,ach,completed,purchase service travel,V0336
TXN-025542,2024-01-07,-165.14,Technology,LATAM,check,completed,service subscription subscription service subscription purchase,V0122
TXN-024589,2023-12-24,851.16,Legal,EU-South,credit_card,completed,meal equipment equipment subscription license service,V0224
TXN-015628,2023-08-17,75.43,Marketing,LATAM,ach,completed,renewal service equipment meal service travel,V0450
TXN-021458,2023-11-09,640.87,Legal,US-East,ach,completed,equipment equipment service,V0244
TXN-009906,2023-05-27,1056.86,Training,US-West,ach,completed,travel equipment,V0396
TXN-038970,2024-07-22,35.59,Payroll,LATAM,ach,pending,subscription purchase license,V0464
TXN-046043,2024-11-03,20.57,Legal,US-East,credit_card,completed,license renewal,V0440
TXN-006754,2023-04-10,740.5,Food & Bev,APAC,crypto,completed,meal renewal travel,V0181
TXN-028994,2024-02-27,316.31,Training,US-West,check,completed,purchase purchase equipment equipment,V0150
TXN-018183,2023-09-22,719.84,Training,EU-South,wire,completed,renewal license travel,V0003
TXN-015107,2023-08-09,239.6,Travel,US-East,ach,completed,subscription renewal service meal travel purchase,V0207
TXN-029698,2024-03-09,2740.89,Technology,LATAM,crypto,refunded,subscription license,V0199
TXN-041204,2024-08-24,17.81,Legal,EU-South,crypto,completed,travel service meal purchase,V0448
TXN-021481,2023-11-09,263.42,Legal,APAC,ach,completed,subscription purchase purchase equipment renewal,V0100
TXN-046724,2024-11-13,410.35,Food & Bev,US-East,crypto,completed,travel purchase,V0321
TXN-008544,2023-05-06,139.93,Technology,US-West,wire,completed,equipment equipment equipment license license meal,V0175
TXN-049860,2024-12-29,341.4,Technology,US-East,wire,completed,license subscription subscription purchase,V0171
TXN-007433,2023-04-20,64.41,Travel,EU-North,check,completed,travel purchase meal renewal renewal travel,V0078
TXN-000182,2023-01-03,138.64,Technology,US-West,credit_card,completed,meal travel meal license renewal travel,V0159
TXN-045517,2024-10-27,64.24,Operations,US-East,crypto,completed,license meal purchase purchase meal travel,V0071
TXN-037399,2024-06-28,271.12,Travel,EU-North,crypto,completed,license meal renewal purchase subscription,V0113
TXN-048378,2024-12-08,777.19,Operations,EU-North,wire,completed,license purchase travel renewal,V0261
TXN-003323,2023-02-18,101.51,Operations,LATAM,ach,completed,license license purchase service,V0316
TXN-037195,2024-06-25,934.98,Training,US-West,credit_card,completed,license subscription service,V0124
TXN-026989,2024-01-29,458.84,Operations,EU-South,ach,completed,renewal travel license subscription,V0304
TXN-034346,2024-05-15,888.12,Technology,EU-North,ach,completed,renewal equipment travel,V0108
TXN-032239,2024-04-14,422.23,Food & Bev,LATAM,wire,completed,subscription meal renewal renewal travel,V0097
TXN-039094,2024-07-24,1376.04,Food & Bev,LATAM,check,completed,meal purchase,V0139
TXN-044714,2024-10-15,3457.06,Travel,APAC,wire,pending,meal service license travel subscription,V0299
TXN-023700,2023-12-11,2289.83,Payroll,EU-South,crypto,completed,equipment subscription purchase equipment renewal,V0313
TXN-004213,2023-03-03,959.14,Training,US-West,credit_card,completed,license purchase,V0140
TXN-002665,2023-02-08,558.46,Training,US-East,crypto,completed,subscription purchase,V0430
TXN-010370,2023-06-02,285.54,Technology,EU-South,wire,completed,purchase renewal purchase equipment renewal purchase,V0409
TXN-006993,2023-04-13,81.17,Legal,LATAM,crypto,completed,service license equipment renewal license license,V0025
TXN-034881,2024-05-22,1028.8,Legal,EU-North,credit_card,completed,purchase meal equipment service license equipment,V0298
TXN-019472,2023-10-11,322.16,Food & Bev,US-East,crypto,pending,meal subscription purchase service,V0442
TXN-015745,2023-08-19,612.99,Technology,LATAM,check,completed,renewal equipment renewal subscription,V0250
TXN-003442,2023-02-20,349.52,Payroll,APAC,ach,completed,renewal travel purchase license subscription,V0379
TXN-048258,2024-12-06,-227.46,Technology,US-East,ach,completed,subscription meal subscription service equipment,V0036
TXN-043121,2024-09-22,1007.91,Travel,EU-South,check,completed,service service service,V0414
TXN-003453,2023-02-20,224.26,Legal,APAC,crypto,completed,travel meal renewal,V0082
TXN-027932,2024-02-11,41.54,Technology,APAC,check,completed,renewal license travel subscription renewal license,V0476
TXN-022886,2023-11-30,310.93,Operations,US-West,ach,completed,meal license license equipment license,V0257
TXN-021421,2023-11-08,173.52,Training,US-East,wire,pending,renewal purchase purchase,V0295
TXN-030588,2024-03-22,1059.21,Technology,US-East,check,completed,service equipment service service service service,V0067
TXN-020068,2023-10-20,4161.41,Payroll,EU-North,credit_card,completed,license travel license purchase service,V0352
TXN-025094,2023-12-31,2806.92,Travel,EU-North,credit_card,completed,service equipment service travel subscription travel,V0048
TXN-015325,2023-08-12,1813.59,Travel,EU-South,credit_card,completed,travel subscription service meal purchase service,V0263
TXN-003614,2023-02-23,132.11,Food & Bev,EU-South,check,completed,purchase travel purchase license service,V0212
TXN-037666,2024-07-02,3421.46,Operations,US-East,ach,completed,service renewal equipment equipment travel service,V0049
TXN-022378,2023-11-23,430.68,Marketing,EU-South,ach,pending,meal travel,V0363
TXN-025159,2024-01-01,41.77,Legal,US-West,ach,completed,meal service meal renewal meal,V0360
TXN-004777,2023-03-11,950.39,Technology,EU-North,wire,completed,meal meal license service subscription license,V0008
TXN-040968,2024-08-21,241.6,Technology,US-East,crypto,completed,renewal renewal,V0158
TXN-002153,2023-02-01,427.86,Operations,APAC,wire,pending,service service,V0003
TXN-014670,2023-08-03,132.63,Marketing,EU-North,crypto,completed,service meal,V0399
TXN-012435,2023-07-02,6011.65,Food & Bev,US-West,crypto,completed,meal purchase renewal license,V0225
TXN-038289,2024-07-11,275.8,Food & Bev,LATAM,crypto,completed,meal purchase,V0121
TXN-043423,2024-09-26,-52.23,Technology,US-West,check,completed,equipment service travel subscription service purchase,V0385
TXN-017810,2023-09-17,49.47,Food & Bev,LATAM,check,completed,purchase equipment,V0450
TXN-023694,2023-12-11,1286.1,Training,APAC,ach,completed,,V0032
TXN-029803,2024-03-11,21.94,Travel,US-West,check,completed,renewal purchase purchase meal license,V0199
TXN-036093,2024-06-09,335.61,Technology,APAC,crypto,pending,meal renewal license equipment travel,V0499
TXN-007388,2023-04-19,309.68,Travel,EU-South,wire,completed,renewal service,V0292
TXN-017919,2023-09-19,1193.38,Technology,EU-North,credit_card,completed,service travel equipment travel equipment,V0059
TXN-017426,2023-09-12,172.12,Training,EU-South,wire,completed,meal service purchase license renewal service,V0308
TXN-028080,2024-02-13,8412.94,Travel,US-West,crypto,completed,purchase equipment renewal license travel,V0383
TXN-042601,2024-09-14,1819.25,Food & Bev,EU-North,ach,completed,renewal travel renewal equipment meal,V0280
TXN-007834,2023-04-26,422.02,Payroll,US-East,check,pending,meal travel,V0258
TXN-007654,2023-04-23,191.29,Food & Bev,APAC,ach,completed,renewal purchase,V0171
TXN-036124,2024-06-09,103.34,Operations,US-West,credit_card,completed,meal meal license subscription,V0135
TXN-042051,2024-09-06,596.04,Technology,EU-North,crypto,pending,renewal service subscription,V0240
TXN-016556,2023-08-30,5233.68,Payroll,LATAM,wire,completed,service purchase,V0302
TXN-045824,2024-10-31,7766.04,Training,EU-North,ach,completed,equipment travel,V0057
TXN-007929,2023-04-27,90.6,Marketing,EU-North,credit_card,completed,service meal equipment meal service license,V0499
TXN-038932,2024-07-21,131.27,Food & Bev,US-East,crypto,completed,travel meal travel,V0472
TXN-047704,2024-11-28,88.75,Marketing,APAC,crypto,completed,meal subscription,V0078
TXN-022930,2023-11-30,576.48,Payroll,EU-South,wire,completed,equipment meal renewal,V0004
TXN-046220,2024-11-06,839.46,Technology,APAC,check,completed,purchase equipment,V0491
TXN-034448,2024-05-16,168.9,Payroll,EU-North,crypto,completed,service meal service license,V0030
TXN-030418,2024-03-19,248.24,Training,LATAM,check,completed,subscription travel license,V0335
TXN-040665,2024-08-17,606.6,Marketing,APAC,credit_card,completed,license license,V0393
TXN-003439,2023-02-20,58.51,Technology,US-East,credit_card,completed,meal travel meal travel subscription license,V0100
TXN-045692,2024-10-30,280.06,Food & Bev,US-West,crypto,pending,subscription subscription meal,V0115
TXN-047291,2024-11-21,827.92,Technology,EU-South,crypto,completed,service purchase subscription meal,V0203
TXN-021256,2023-11-06,131.92,Operations,LATAM,check,completed,purchase renewal meal purchase,V0161
TXN-015148,2023-08-09,-2752.86,Payroll,EU-North,wire,completed,equipment travel,V0046
TXN-016054,2023-08-23,423.0,Food & Bev,US-East,check,completed,equipment meal renewal,V0005
TXN-008657,2023-05-08,261.75,Technology,LATAM,credit_card,completed,meal license,V0219
TXN-010769,2023-06-08,256.33,Travel,APAC,credit_card,pending,travel meal,V0286
TXN-033294,2024-04-30,672.29,Marketing,US-East,check,completed,equipment purchase equipment purchase equipment subscription,V0099
TXN-036957,2024-06-22,82.36,Food & Bev,US-East,ach,completed,purchase license travel subscription subscription license,V0159
TXN-035380,2024-05-30,2203.24,Food & Bev,EU-South,wire,completed,meal meal equipment equipment,V0143
TXN-032008,2024-04-11,232.49,Marketing,APAC,wire,pending,subscription subscription equipment,V0109
TXN-025000,2023-12-30,765.84,Training,EU-North,ach,completed,travel equipment equipment license meal service,V0290
TXN-043612,2024-09-29,198.78,Marketing,US-West,ach,completed,purchase service service,V0327
TXN-004117,2023-03-01,2469.93,Training,US-East,crypto,completed,renewal license license purchase equipment,V0250
TXN-020476,2023-10-26,197.67,Training,LATAM,wire,completed,subscription license license,V0134
TXN-039432,2024-07-29,322.32,Food & Bev,US-East,wire,completed,meal subscription license service,V0448
TXN-043378,2024-09-25,137.07,Payroll,LATAM,ach,completed,service subscription subscription purchase,V0227
TXN-008153,2023-04-30,1241.85,Technology,EU-South,crypto,completed,license renewal renewal,V0332
TXN-048249,2024-12-06,114.4,Technology,US-East,crypto,refunded,,V0119
TXN-035231,2024-05-28,594.82,Technology,EU-South,ach,completed,travel meal renewal,V0015
TXN-048972,2024-12-16,285.62,Food & Bev,EU-North,ach,refunded,renewal renewal license subscription,V0129
TXN-000480,2023-01-08,1217.73,Training,EU-South,crypto,completed,,V0143
TXN-006480,2023-04-06,118.5,Legal,LATAM,credit_card,refunded,travel subscription meal renewal license,V0172
TXN-024918,2023-12-29,687.11,Training,LATAM,crypto,completed,travel service license equipment purchase purchase,V0190
TXN-025964,2024-01-13,249.99,Technology,EU-South,credit_card,completed,service travel meal travel license,V0011
TXN-028919,2024-02-26,13819.38,Payroll,EU-South,credit_card,completed,subscription travel equipment subscription license purchase,V0398
TXN-029896,2024-03-12,492.43,Legal,US-East,ach,completed,meal equipment service purchase,V0443
TXN-034950,2024-05-23,291.51,Marketing,EU-South,credit_card,completed,service meal service subscription renewal purchase,V0067
TXN-031566,2024-04-04,186.74,Food & Bev,APAC,ach,completed,license purchase meal meal license,V0389
TXN-043747,2024-10-01,414.27,Technology,EU-South,crypto,refunded,license travel equipment equipment travel,V0065
TXN-025453,2024-01-05,2522.9,Technology,APAC,credit_card,completed,license purchase subscription purchase,V0187
TXN-026147,2024-01-16,465.17,Training,EU-South,wire,completed,license renewal,V0102
TXN-025396,2024-01-05,198.67,Training,EU-South,wire,completed,equipment renewal service,V0042
TXN-023322,2023-12-06,966.17,Technology,US-West,ach,completed,purchase service renewal subscription,V0367
TXN-022043,2023-11-18,322.49,Operations,US-East,crypto,completed,license service license travel equipment service,V0452
TXN-035760,2024-06-04,31.04,Marketing,EU-North,crypto,completed,license service travel service,V0430
TXN-026577,2024-01-23,336.22,Technology,APAC,credit_card,completed,service travel renewal,V0399
TXN-029686,2024-03-09,16.23,Operations,EU-South,credit_card,completed,travel travel,V0277
TXN-006355,2023-04-04,198.29,Legal,US-East,wire,completed,meal purchase purchase renewal purchase purchase,V0046
TXN-035721,2024-06-04,40.29,Marketing,LATAM,crypto,completed,license travel equipment travel,V0120
TXN-022925,2023-11-30,268.0,Food & Bev,EU-North,ach,completed,travel meal,V0014
TXN-045367,2024-10-25,599.93,Legal,LATAM,wire,pending,equipment subscription purchase purchase meal equipment,V0074
TXN-012821,2023-07-07,-66.09,Legal,APAC,wire,completed,equipment license subscription subscription,V0085
TXN-022142,2023-11-19,159.91,Food & Bev,APAC,check,completed,license purchase purchase purchase renewal,V0089
TXN-048657,2024-12-12,553.51,Payroll,US-West,ach,completed,equipment purchase equipment license,V0156
TXN-048539,2024-12-10,7305.89,Food & Bev,US-West,wire,completed,license subscription travel,V0473
TXN-028872,2024-02-25,3809.37,Payroll,EU-South,crypto,pending,,V0141
TXN-032845,2024-04-23,101.65,Legal,EU-North,ach,completed,license license subscription meal,V0361
TXN-016167,2023-08-25,11.78,Travel,APAC,credit_card,completed,subscription meal,V0215
TXN-004558,2023-03-08,-1288.79,Operations,LATAM,ach,completed,license subscription license meal meal meal,V0253
TXN-010665,2023-06-06,1246.12,Payroll,US-East,check,completed,service purchase meal equipment,V0479
TXN-021797,2023-11-14,68.35,Food & Bev,LATAM,check,completed,purchase license renewal renewal,V0069
TXN-018864,2023-10-02,410.54,Payroll,EU-South,check,completed,meal travel,V0022
TXN-027248,2024-02-01,28.93,Legal,US-East,wire,completed,travel meal service equipment license,V0257
TXN-006959,2023-04-13,319.13,Marketing,LATAM,crypto,completed,meal renewal purchase,V0064
TXN-008025,2023-04-29,50.77,Technology,US-West,crypto,completed,travel service meal purchase service,V0497
TXN-026570,2024-01-23,4500.13,Marketing,APAC,crypto,completed,travel purchase,V0181
TXN-005625,2023-03-24,125.12,Payroll,EU-South,credit_card,completed,service meal purchase,V0220
TXN-036374,2024-06-13,3068.06,Technology,US-West,check,completed,subscription license license,V0277
TXN-010186,2023-05-30,672.82,Training,APAC,check,completed,equipment meal meal meal renewal license,V0088
TXN-040897,2024-08-20,228.59,Operations,EU-North,credit_card,completed,license license subscription,V0174
TXN-047910,2024-12-01,725.12,Payroll,EU-North,check,completed,license equipment subscription meal,V0158
TXN-022146,2023-11-19,370.82,Technology,US-East,credit_card,completed,service renewal,V0395
TXN-021731,2023-11-13,304.88,Training,APAC,wire,completed,equipment renewal,V0292
TXN-013603,2023-07-18,365.08,Technology,EU-North,ach,refunded,meal renewal equipment,V0441
TXN-008881,2023-05-11,1536.69,Legal,EU-South,wire,completed,service equipment,V0085
TXN-014614,2023-08-02,141.11,Training,EU-North,crypto,completed,subscription equipment equipment purchase,V0146
TXN-033157,2024-04-28,-1200.3,Operations,EU-North,wire,completed,meal purchase equipment,V0100
TXN-036201,2024-06-11,272.55,Technology,EU-North,check,completed,purchase purchase equipment purchase license service,V0250
TXN-000785,2023-01-12,2675.73,Training,LATAM,wire,pending,meal renewal renewal license meal equipment,V0192
TXN-003085,2023-02-14,74.49,Operations,APAC,credit_card,completed,purchase purchase service meal,V0474
TXN-038541,2024-07-15,637.97,Payroll,US-East,check,completed,license travel license equipment,V0460
TXN-037806,2024-07-04,86.79,Training,US-West,credit_card,completed,purchase meal subscription meal meal,V0214
TXN-035250,2024-05-28,687.08,Legal,LATAM,ach,completed,travel subscription equipment,V0001
TXN-028736,2024-02-23,419.62,Training,EU-North,wire,completed,meal meal subscription,V0253
TXN-047820,2024-11-29,571.16,Operations,APAC,credit_card,completed,service purchase,V0375
TXN-036391,2024-06-14,7740.31,Marketing,US-East,crypto,refunded,service license license equipment,V0359
TXN-044121,2024-10-06,136.18,Marketing,LATAM,crypto,completed,subscription renewal service service meal,V0018
TXN-020118,2023-10-21,301.32,Technology,US-East,check,completed,purchase travel purchase equipment service meal,V0216
TXN-032516,2024-04-18,838.52,Travel,LATAM,credit_card,completed,purchase subscription,V0149
TXN-026083,2024-01-15,29.63,Legal,LATAM,crypto,completed,,V0052
TXN-032574,2024-04-19,140.67,Legal,LATAM,crypto,completed,renewal license,V0157
TXN-001169,2023-01-18,318.65,Payroll,US-East,wire,completed,purchase renewal travel subscription purchase,V0165
TXN-009372,2023-05-19,107.27,Travel,EU-South,crypto,completed,purchase meal,V0444
TXN-036205,2024-06-11,4965.46,Travel,US-West,credit_card,completed,purchase meal meal subscription renewal purchase,V0373
TXN-049838,2024-12-29,300.45,Operations,US-East,crypto,completed,travel travel purchase travel meal,V0439
TXN-005758,2023-03-26,55.79,Technology,US-West,wire,completed,equipment purchase meal service equipment license,V0241
TXN-004669,2023-03-09,6231.26,Food & Bev,US-East,crypto,completed,service service equipment,V0495
TXN-006074,2023-03-31,35.96,Marketing,US-East,wire,completed,equipment renewal license renewal license license,V0267
TXN-040643,2024-08-16,153.12,Payroll,LATAM,credit_card,completed,service travel license meal,V0212
TXN-002389,2023-02-05,212.87,Legal,US-West,wire,completed,equipment travel subscription purchase,V0344
TXN-022183,2023-11-20,1476.54,Training,US-West,credit_card,completed,travel purchase purchase service purchase service,V0283
TXN-036282,2024-06-12,277.48,Operations,EU-South,check,completed,service travel equipment meal,V0075
TXN-019757,2023-10-16,1650.83,Payroll,LATAM,check,completed,equipment subscription meal,V0356
TXN-043103,2024-09-21,126.38,Food & Bev,US-West,credit_card,completed,renewal meal purchase,V0036
TXN-006377,2023-04-05,228.52,Marketing,EU-North,credit_card,completed,travel subscription,V0257
TXN-029836,2024-03-11,1685.39,Marketing,US-West,wire,completed,renewal license renewal subscription equipment purchase,V0264
TXN-031741,2024-04-07,346.61,Operations,LATAM,wire,completed,subscription license,V0035
TXN-043935,2024-10-03,263.81,Travel,EU-South,crypto,completed,service travel license,V0402
TXN-008220,2023-05-01,646.31,Travel,LATAM,crypto,completed,equipment equipment equipment subscription,V0115
TXN-009781,2023-05-25,342.89,Training,US-West,wire,completed,purchase travel equipment,V0407
TXN-031043,2024-03-28,2688.13,Technology,LATAM,credit_card,completed,license subscription subscription equipment license subscription,V0233
TXN-009436,2023-05-20,6590.14,Travel,APAC,credit_card,completed,purchase license equipment subscription,V0388
TXN-034109,2024-05-11,69.34,Legal,LATAM,credit_card,completed,service service license,V0147
TXN-019134,2023-10-06,309.01,Food & Bev,EU-North,ach,completed,purchase renewal travel license purchase,V0098
TXN-030203,2024-03-16,197.05,Technology,EU-South,wire,completed,purchase license license purchase equipment renewal,V0430
TXN-013500,2023-07-16,31.9,Travel,US-West,credit_card,completed,purchase license service,V0422
TXN-046861,2024-11-15,132.3,Operations,APAC,ach,completed,meal license equipment subscription meal purchase,V0046
TXN-028717,2024-02-23,571.3,Payroll,US-East,credit_card,completed,license purchase,V0337
